human_manager_id,team_id,year,league_id,sub_league_id,division_id,g,w,l,pos,pct,gb,streak,magic_number
44,60,2023,145,1,0,162,102,60,2,0.6296,1.0000,0,0
44,60,2024,145,1,0,162,92,70,3,0.5679,18.0000,0,0
44,60,2025,145,1,0,162,94,68,2,0.5802,6.0000,0,0
44,60,2026,145,1,0,162,69,93,4,0.4259,37.0000,0,0
44,60,2027,145,1,0,162,81,81,3,0.5000,24.0000,0,0
44,60,2028,145,1,0,162,78,84,3,0.4815,28.0000,0,0
44,60,2029,145,1,0,162,90,72,3,0.5556,12.0000,0,0
44,60,2030,145,1,0,162,94,68,2,0.5802,4.0000,0,0
44,60,2031,145,1,0,162,97,65,2,0.5988,3.0000,0,0
44,60,2032,145,1,0,162,97,65,1,0.5988,0.0000,0,0
44,60,2033,145,1,0,162,104,58,1,0.6420,0.0000,0,0
44,60,2034,145,1,0,162,87,75,3,0.5370,11.0000,0,0
44,60,2035,145,1,0,162,75,87,5,0.4630,24.0000,0,0
44,60,2036,145,1,0,162,65,97,4,0.4012,37.0000,0,0
44,60,2037,145,1,0,162,52,110,5,0.3210,56.0000,0,0
44,60,2038,145,1,0,162,63,99,5,0.3889,35.0000,0,0
44,60,2039,145,1,0,19,7,12,5,0.3684,5.0000,0,0
45,33,2020,145,0,0,72,26,46,5,0.3611,39.0000,0,0
45,33,2021,145,0,0,0,0,0,4,0.0000,0.0000,0,0
46,55,2020,145,1,2,72,29,43,3,0.4028,36.0000,0,0
46,55,2021,145,1,2,162,59,103,5,0.3642,62.0000,0,0
46,55,2022,145,1,2,162,67,95,4,0.4136,40.0000,0,0
46,55,2023,145,1,2,162,71,91,5,0.4383,25.0000,0,0
46,55,2024,145,1,2,162,77,85,4,0.4753,14.0000,0,0
46,55,2025,145,1,2,162,99,63,1,0.6111,0.0000,0,0
46,55,2026,145,1,2,162,96,66,2,0.5926,5.0000,0,0
46,55,2027,145,1,2,162,96,66,2,0.5926,13.0000,0,0
46,55,2028,145,1,2,162,105,57,1,0.6481,0.0000,0,0
46,55,2029,145,1,2,162,91,71,2,0.5617,12.0000,0,0
46,55,2030,145,1,2,162,100,62,2,0.6173,4.0000,0,0
46,55,2031,145,1,2,163,98,65,2,0.6012,1.0000,0,0
46,55,2032,145,1,2,162,81,81,3,0.5000,24.0000,0,0
46,55,2033,145,1,2,162,62,100,5,0.3827,36.0000,0,0
46,55,2034,145,1,2,162,52,110,5,0.3210,55.0000,0,0
46,55,2035,145,1,2,162,63,99,5,0.3889,40.0000,0,0
46,55,2036,145,1,2,162,62,100,5,0.3827,40.0000,0,0
46,55,2037,145,1,2,162,79,83,4,0.4877,19.0000,0,0
46,55,2038,145,1,2,162,81,81,3,0.5000,18.0000,0,0
46,55,2039,145,1,2,162,95,67,2,0.5864,3.0000,0,0
46,55,2040,145,1,2,86,47,39,2,0.5465,8.0000,0,0
47,52,2020,145,1,1,19,10,9,3,0.5263,16.0000,0,0
47,52,2021,145,1,1,0,0,0,2,0.0000,0.0000,0,0
48,47,2022,145,0,1,162,97,65,1,0.5988,0.0000,0,0
48,47,2023,145,0,1,162,85,77,3,0.5247,8.5000,0,0
48,47,2024,145,0,1,162,77,85,4,0.4753,26.0000,0,0
48,47,2025,145,0,1,162,63,99,5,0.3889,51.0000,0,0
48,47,2026,145,0,1,162,53,109,5,0.3272,55.0000,0,0
48,47,2027,145,0,1,162,55,107,5,0.3395,47.0000,0,0
48,47,2028,145,0,1,162,82,80,4,0.5062,19.0000,0,0
48,47,2029,145,0,1,162,75,87,4,0.4630,30.0000,0,0
48,47,2030,145,0,1,162,70,92,3,0.4321,38.0000,0,0
48,47,2031,145,0,1,162,87,75,2,0.5370,1.0000,0,0
48,47,2032,145,0,1,162,59,103,5,0.3642,44.0000,0,0
48,47,2033,145,0,1,162,73,89,3,0.4506,28.0000,0,0
48,47,2034,145,0,1,162,67,95,5,0.4136,36.0000,0,0
48,47,2035,145,0,1,162,58,104,4,0.3580,51.0000,0,0
48,47,2036,145,0,1,162,63,99,5,0.3889,39.0000,0,0
48,47,2037,145,0,1,162,55,107,5,0.3395,47.0000,0,0
48,47,2038,145,0,1,162,65,97,4,0.4012,37.0000,0,0
48,47,2039,145,0,1,162,77,85,3,0.4753,22.0000,0,0
48,47,2040,145,0,1,83,43,40,3,0.5181,8.5000,0,0
49,52,2021,145,1,1,162,71,91,5,0.4383,18.0000,0,0
50,56,2022,145,1,1,13,8,5,3,0.6154,21.0000,0,0
50,56,2023,145,1,1,162,81,81,3,0.5000,8.5000,0,0
50,41,2023,145,1,0,0,0,0,4,0.0000,36.0000,0,0
50,41,2024,145,1,0,162,66,96,4,0.4074,44.0000,0,0
50,41,2025,145,1,0,162,89,73,3,0.5494,11.0000,0,0
50,41,2026,145,1,0,162,92,70,2,0.5679,14.0000,0,0
50,41,2027,145,1,0,162,103,59,2,0.6358,2.0000,0,0
51,56,2022,145,1,1,143,71,72,3,0.4965,20.5000,0,0
52,54,2023,145,0,2,111,43,68,5,0.3874,38.0000,0,0
52,54,2024,145,0,2,162,70,92,5,0.4321,36.0000,0,0
52,54,2025,145,0,2,162,71,91,5,0.4383,22.0000,0,0
52,54,2026,145,0,2,162,111,51,1,0.6852,0.0000,0,0
52,54,2027,145,0,2,162,98,64,1,0.6049,0.0000,0,0
52,54,2028,145,0,2,162,102,60,1,0.6296,0.0000,0,0
52,54,2029,145,0,2,162,111,51,1,0.6852,0.0000,0,0
52,54,2030,145,0,2,162,101,61,1,0.6235,0.0000,0,0
52,54,2031,145,0,2,162,93,69,2,0.5741,1.0000,0,0
52,54,2032,145,0,2,162,108,54,1,0.6667,0.0000,0,0
52,54,2033,145,0,2,162,109,53,1,0.6728,0.0000,0,0
52,54,2034,145,0,2,162,104,58,1,0.6420,0.0000,0,0
52,54,2035,145,0,2,162,102,60,1,0.6296,0.0000,0,0
52,54,2036,145,0,2,162,93,69,2,0.5741,11.0000,0,0
52,54,2037,145,0,2,162,50,112,5,0.3086,61.0000,0,0
52,54,2038,145,0,2,162,54,108,5,0.3333,44.0000,0,0
52,54,2039,145,0,2,162,79,83,4,0.4877,23.0000,0,0
52,54,2040,145,0,2,85,37,48,4,0.4353,19.0000,0,0
54,46,2023,145,0,1,0,0,0,1,0.0000,0.0000,0,0
54,46,2024,145,0,1,162,93,69,2,0.5741,10.0000,0,0
54,46,2025,145,0,1,162,67,95,4,0.4136,47.0000,0,0
54,46,2026,145,0,1,162,67,95,4,0.4136,41.0000,0,0
54,46,2027,145,0,1,162,62,100,4,0.3827,40.0000,0,0
54,58,2028,145,0,2,162,63,99,5,0.3889,39.0000,0,0
55,56,2024,145,1,1,162,75,87,3,0.4630,17.0000,0,0
55,56,2025,145,1,1,162,82,80,2,0.5062,12.0000,0,0
55,56,2026,145,1,1,162,81,81,3,0.5000,15.0000,0,0
55,56,2027,145,1,1,162,67,95,4,0.4136,29.0000,0,0
55,56,2028,145,1,1,162,56,106,5,0.3457,43.0000,0,0
55,56,2029,145,1,1,162,58,104,5,0.3580,34.0000,0,0
55,56,2030,145,1,1,162,93,69,2,0.5741,11.0000,0,0
55,56,2031,145,1,1,162,90,72,2,0.5556,8.0000,0,0
55,56,2032,145,1,1,162,93,69,2,0.5741,2.0000,0,0
55,56,2033,145,1,1,162,109,53,1,0.6728,0.0000,0,0
55,56,2034,145,1,1,162,85,77,3,0.5247,10.0000,0,0
55,56,2035,145,1,1,162,98,64,1,0.6049,0.0000,0,0
55,56,2036,145,1,1,162,88,74,1,0.5432,0.0000,0,0
55,56,2037,145,1,1,162,95,67,2,0.5864,6.0000,0,0
55,56,2038,145,1,1,162,87,75,3,0.5370,6.5000,0,0
55,56,2039,145,1,1,162,82,80,4,0.5062,18.0000,0,0
55,56,2040,145,1,1,83,47,36,2,0.5663,1.5000,0,0
56,43,2024,145,1,2,33,18,15,3,0.5455,14.0000,0,0
56,41,2027,145,1,0,0,0,0,2,0.0000,2.0000,0,0
56,33,2028,145,0,0,16,3,13,5,0.1875,8.0000,0,0
56,58,2029,145,0,2,162,55,107,5,0.3395,56.0000,0,0
56,45,2031,145,1,2,0,0,0,3,0.0000,0.0000,0,0
56,45,2033,145,1,2,7,3,4,4,0.4286,2.0000,0,0
56,37,2033,145,1,1,4,1,3,5,0.2500,47.0000,0,0
58,43,2024,145,1,2,0,0,0,3,0.0000,14.0000,0,0
58,43,2025,145,1,2,162,79,83,4,0.4877,20.0000,0,0
58,43,2026,145,1,2,68,37,31,3,0.5441,6.0000,0,0
59,48,2025,145,0,0,162,75,87,4,0.4630,23.0000,0,0
60,32,2025,145,1,0,0,0,0,4,0.0000,22.0000,0,0
60,32,2026,145,1,0,162,86,76,3,0.5309,20.0000,0,0
60,32,2027,145,1,0,162,71,91,4,0.4383,34.0000,0,0
60,32,2028,145,1,0,162,51,111,5,0.3148,55.0000,0,0
60,32,2029,145,1,0,162,56,106,5,0.3457,46.0000,0,0
60,32,2030,145,1,0,162,61,101,5,0.3765,37.0000,0,0
60,32,2031,145,1,0,162,82,80,4,0.5062,18.0000,0,0
60,32,2032,145,1,0,162,87,75,3,0.5370,10.0000,0,0
60,32,2033,145,1,0,162,77,85,5,0.4753,27.0000,0,0
60,32,2034,145,1,0,162,97,65,2,0.5988,1.0000,0,0
60,32,2035,145,1,0,162,86,76,3,0.5309,13.0000,0,0
60,32,2036,145,1,0,162,84,78,3,0.5185,18.0000,0,0
60,32,2037,145,1,0,162,100,62,2,0.6173,8.0000,0,0
60,32,2038,145,1,0,162,76,86,3,0.4691,22.0000,0,0
60,32,2039,145,1,0,162,91,71,1,0.5617,0.0000,0,0
60,32,2040,145,1,0,83,46,37,2,0.5542,3.0000,0,0
61,48,2026,145,0,0,162,77,85,2,0.4753,21.0000,0,0
61,48,2027,145,0,0,162,58,104,5,0.3580,36.0000,0,0
61,48,2028,145,0,0,162,65,97,4,0.4012,31.0000,0,0
61,48,2029,145,0,0,162,46,116,4,0.2840,60.0000,0,0
61,48,2030,145,0,0,162,68,94,4,0.4198,35.0000,0,0
61,48,2031,145,0,0,162,57,105,5,0.3519,43.0000,0,0
61,48,2032,145,0,0,162,66,96,4,0.4074,25.0000,0,0
61,48,2033,145,0,0,162,69,93,4,0.4259,16.0000,0,0
61,48,2034,145,0,0,162,87,75,1,0.5370,0.0000,0,0
61,48,2035,145,0,0,162,88,74,1,0.5432,0.0000,0,0
61,48,2036,145,0,0,162,97,65,2,0.5988,3.0000,0,0
61,48,2037,145,0,0,162,90,72,2,0.5556,7.0000,0,0
61,48,2038,145,0,0,162,81,81,3,0.5000,10.0000,0,0
61,48,2039,145,0,0,162,68,94,5,0.4198,26.0000,0,0
61,48,2040,145,0,0,83,38,45,3,0.4578,14.0000,0,0
62,49,2026,145,1,0,112,43,69,5,0.3839,47.0000,0,0
62,49,2027,145,1,0,162,66,96,5,0.4074,39.0000,0,0
62,49,2028,145,1,0,162,72,90,4,0.4444,34.0000,0,0
62,49,2029,145,1,0,162,80,82,4,0.4938,22.0000,0,0
62,49,2030,145,1,0,162,65,97,4,0.4012,33.0000,0,0
62,49,2031,145,1,0,162,62,100,5,0.3827,38.0000,0,0
62,49,2032,145,1,0,162,69,93,5,0.4259,28.0000,0,0
62,49,2033,145,1,0,162,77,85,4,0.4753,27.0000,0,0
62,49,2034,145,1,0,162,82,80,4,0.5062,16.0000,0,0
62,49,2035,145,1,0,162,95,67,2,0.5864,4.0000,0,0
62,49,2036,145,1,0,162,92,70,2,0.5679,10.0000,0,0
62,49,2037,145,1,0,162,91,71,3,0.5617,17.0000,0,0
62,49,2038,145,1,0,162,94,68,2,0.5802,4.0000,0,0
62,49,2039,145,1,0,162,77,85,5,0.4753,14.0000,0,0
62,49,2040,145,1,0,83,45,38,3,0.5422,4.0000,0,0
63,43,2026,145,1,2,94,40,54,4,0.4255,24.0000,0,0
63,43,2027,145,1,2,162,62,100,5,0.3827,47.0000,0,0
63,43,2028,145,1,2,162,65,97,5,0.4012,40.0000,0,0
63,43,2029,145,1,2,162,58,104,5,0.3580,45.0000,0,0
63,43,2030,145,1,2,162,45,117,5,0.2778,59.0000,0,0
63,43,2031,145,1,2,162,58,104,5,0.3580,40.5000,0,0
63,43,2032,145,1,2,162,69,93,5,0.4259,36.0000,0,0
63,43,2033,145,1,2,162,92,70,2,0.5679,6.0000,0,0
63,43,2034,145,1,2,162,66,96,3,0.4074,41.0000,0,0
63,43,2035,145,1,2,162,72,90,3,0.4444,31.0000,0,0
63,43,2036,145,1,2,162,70,92,4,0.4321,32.0000,0,0
63,43,2037,145,1,2,162,58,104,5,0.3580,40.0000,0,0
63,43,2038,145,1,2,162,62,100,5,0.3827,37.0000,0,0
63,43,2039,145,1,2,162,71,91,4,0.4383,27.0000,0,0
63,43,2040,145,1,2,84,36,48,4,0.4286,18.0000,0,0
64,33,2028,145,0,0,146,53,93,5,0.3630,40.0000,0,0
64,33,2029,145,0,0,162,37,125,5,0.2284,69.0000,0,0
65,33,2030,145,0,0,162,62,100,5,0.3827,41.0000,0,0
65,33,2031,145,0,0,162,65,97,4,0.4012,35.0000,0,0
65,33,2032,145,0,0,162,82,80,2,0.5062,9.0000,0,0
65,33,2033,145,0,0,162,80,82,2,0.4938,5.0000,0,0
65,33,2034,145,0,0,162,78,84,3,0.4815,9.0000,0,0
65,33,2035,145,0,0,162,65,97,5,0.4012,23.0000,0,0
65,33,2036,145,0,0,162,58,104,5,0.3580,42.0000,0,0
65,33,2037,145,0,0,162,63,99,5,0.3889,34.0000,0,0
65,33,2038,145,0,0,162,77,85,4,0.4753,14.0000,0,0
65,33,2039,145,0,0,162,68,94,4,0.4198,26.0000,0,0
65,33,2040,145,0,0,30,16,14,3,0.5333,2.5000,0,0
66,58,2029,145,0,2,0,0,0,5,0.0000,56.0000,0,0
66,58,2030,145,0,2,162,75,87,3,0.4630,26.0000,0,0
66,58,2031,145,0,2,162,73,89,4,0.4506,21.0000,0,0
66,58,2032,145,0,2,162,69,93,4,0.4259,39.0000,0,0
66,58,2033,145,0,2,162,79,83,4,0.4877,30.0000,0,0
66,58,2034,145,0,2,162,67,95,5,0.4136,37.0000,0,0
66,58,2035,145,0,2,162,73,89,5,0.4506,29.0000,0,0
66,58,2036,145,0,2,162,104,58,1,0.6420,0.0000,0,0
66,58,2037,145,0,2,162,69,93,3,0.4259,42.0000,0,0
66,58,2038,145,0,2,162,90,72,2,0.5556,8.0000,0,0
66,58,2039,145,0,2,163,89,74,2,0.5460,13.5000,0,0
66,58,2040,145,0,2,85,56,29,1,0.6588,0.0000,0,0
67,53,2031,145,0,2,162,63,99,5,0.3889,31.0000,0,0
67,53,2032,145,0,2,162,64,98,5,0.3951,44.0000,0,0
67,53,2033,145,0,2,162,56,106,5,0.3457,53.0000,0,0
67,53,2034,145,0,2,162,70,92,4,0.4321,34.0000,0,0
67,53,2035,145,0,2,162,84,78,2,0.5185,18.0000,0,0
67,53,2036,145,0,2,162,84,78,3,0.5185,20.0000,0,0
67,53,2037,145,0,2,162,111,51,1,0.6852,0.0000,0,0
67,53,2038,145,0,2,162,98,64,1,0.6049,0.0000,0,0
67,53,2039,145,0,2,162,102,60,1,0.6296,0.0000,0,0
67,53,2040,145,0,2,22,13,9,2,0.5909,0.5000,0,0
68,45,2030,145,1,2,162,90,72,3,0.5556,14.0000,0,0
70,45,2031,145,1,2,162,76,86,4,0.4691,22.5000,0,0
70,45,2032,145,1,2,162,73,89,4,0.4506,32.0000,0,0
71,52,2032,145,1,1,162,62,100,4,0.3827,33.0000,0,0
71,52,2033,145,1,1,162,47,115,4,0.2901,62.0000,0,0
71,52,2034,145,1,1,162,61,101,5,0.3765,34.0000,0,0
71,52,2035,145,1,1,162,61,101,5,0.3765,37.0000,0,0
71,52,2036,145,1,1,162,74,88,4,0.4568,14.0000,0,0
71,52,2037,145,1,1,162,101,61,1,0.6235,0.0000,0,0
71,52,2038,145,1,1,163,93,70,2,0.5706,1.0000,0,0
71,52,2039,145,1,1,162,100,62,1,0.6173,0.0000,0,0
71,52,2040,145,1,1,84,45,39,3,0.5357,4.0000,0,0
72,57,2032,145,0,0,162,65,97,5,0.4012,26.0000,0,0
72,57,2033,145,0,0,162,67,95,5,0.4136,18.0000,0,0
72,57,2034,145,0,0,162,72,90,4,0.4444,15.0000,0,0
72,57,2035,145,0,0,162,86,76,2,0.5309,2.0000,0,0
72,57,2036,145,0,0,162,76,86,3,0.4691,24.0000,0,0
72,57,2037,145,0,0,162,97,65,1,0.5988,0.0000,0,0
72,57,2038,145,0,0,162,83,79,2,0.5123,8.0000,0,0
72,57,2039,145,0,0,162,80,82,3,0.4938,14.0000,0,0
72,57,2040,145,0,0,83,45,38,2,0.5422,7.0000,0,0
73,45,2033,145,1,2,74,29,45,5,0.3919,16.0000,0,0
74,37,2034,145,1,1,162,72,90,4,0.4444,23.0000,0,0
74,37,2035,145,1,1,162,72,90,4,0.4444,26.0000,0,0
74,37,2036,145,1,1,162,80,82,3,0.4938,8.0000,0,0
74,37,2037,145,1,1,162,83,79,3,0.5123,18.0000,0,0
74,37,2038,145,1,1,163,94,69,1,0.5767,0.0000,0,0
74,37,2039,145,1,1,162,90,72,2,0.5556,10.0000,0,0
74,37,2040,145,1,1,84,32,52,4,0.3810,17.0000,0,0
75,37,2033,145,1,1,66,21,45,5,0.3182,66.0000,0,0
76,34,2037,145,0,0,112,55,57,4,0.4911,26.0000,0,0
76,34,2038,145,0,0,162,66,96,5,0.4074,25.0000,0,0
76,34,2039,145,0,0,164,88,76,2,0.5366,7.0000,0,0
76,34,2040,145,0,0,85,36,49,5,0.4235,17.0000,0,0
77,60,2039,145,1,0,143,71,72,3,0.4965,13.0000,0,0
77,60,2040,145,1,0,82,44,38,5,0.5366,4.5000,0,0
78,33,2040,145,0,0,56,23,33,4,0.4107,14.5000,0,0
